Individual Test Solutions,Remote Testing,Adaptive/IRT,Test Type,Description,Duration,Job-Level,Languages,URL,Description_Tokenized,Duration_Tokenized,Job_Level_Tokenized,Languages_Tokenized
Automata Front End,yes,No,S,"Simulation based test that measures the front-end development capabilities using HTML, CSS, and
JavaScript. The candidate is provided with 3 different sections to code in HTML, CSS and JavaScript respectively and a separate output section to view the output. This simulation is then manually scored.",30 minutes,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor, Manager,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/automata-front-end/,"['Simulation', 'based', 'test', 'that', 'measures', 'the', 'front-end', 'development', 'capabilities', 'using', 'HTML,', 'CSS,', 'and', 'JavaScript.', 'The', 'candidate', 'is', 'provided', 'with', '3', 'different', 'sections', 'to', 'code', 'in', 'HTML,', 'CSS', 'and', 'JavaScript', 'respectively', 'and', 'a', 'separate', 'output', 'section', 'to', 'view', 'the', 'output.', 'This', 'simulation', 'is', 'then', 'manually', 'scored.']","['30', 'minutes']","['Entry-Level', ',', 'Graduate', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',', 'Manager', ',']","['English', '(', 'USA', ')', ',']"
Automata Pro (New),yes,No,S,"An AI-powered coding simulation assessment that evaluates candidate’s programming ability. Offers a familiar IDE environment available in over 40 different programming languages and tests candidates using real-world coding problems.Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",60 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/automata-pro-new/,"['An', 'AI-powered', 'coding', 'simulation', 'assessment', 'that', 'evaluates', 'candidate’s', 'programming', 'ability.', 'Offers', 'a', 'familiar', 'IDE', 'environment', 'available', 'in', 'over', '40', 'different', 'programming', 'languages', 'and', 'tests', 'candidates', 'using', 'real-world', 'coding', 'problems.Your', 'use', 'of', 'this', 'assessment', 'product', 'may', 'be', 'subject', 'to', 'New', 'York', 'City', 'Law', '144', '(Regulation', 'of', 'the', 'Use', 'of', 'Automated', 'Employment', 'Decision', 'Tools)', '(dated', 'July', '5,', '2023).', 'Compliance', 'with', 'Law', '144', 'is', 'your', 'responsibility.', 'Read', 'more', 'on', 'https://www.shl.com/legal/shl-us-regulatory-compliance/']","['60', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Automata Selenium,yes,No,S,A coding simulation assessment that evaluates the ability to conduct tasks related to automation testing using Selenium scripts.,60 minutes,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/automata-selenium/,"['A', 'coding', 'simulation', 'assessment', 'that', 'evaluates', 'the', 'ability', 'to', 'conduct', 'tasks', 'related', 'to', 'automation', 'testing', 'using', 'Selenium', 'scripts.']","['60', 'minutes']","['Entry-Level', ',', 'Graduate', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Automation Anywhere RPA Development (New),yes,No,K,"Multi-choice test that measures the knowledge of Automation Anywhere dash board and task editor, control room, key commands, bots and Automation Anywhere client.",8 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/automation-anywhere-rpa-development-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'Automation', 'Anywhere', 'dash', 'board', 'and', 'task', 'editor,', 'control', 'room,', 'key', 'commands,', 'bots', 'and', 'Automation', 'Anywhere', 'client.']","['8', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Automotive Engineering (New),yes,No,K,"Multi-choice test that measures the knowledge of auto engine classification, engine fuel system, auto-vehicle technology, maintenance, inspection and troubleshooting.",13 minutes,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/automotive-engineering-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'auto', 'engine', 'classification,', 'engine', 'fuel', 'system,', 'auto-vehicle', 'technology,', 'maintenance,', 'inspection', 'and', 'troubleshooting.']","['13', 'minutes']","['Graduate', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Basic Biology (New),yes,No,K,Multi choice test that measures the candidate's basic understanding of Biology.,6 minutes,"Professional Individual Contributor, Graduate, Mid-Professional,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/basic-biology-new/,"['Multi', 'choice', 'test', 'that', 'measures', 'the', ""candidate's"", 'basic', 'understanding', 'of', 'Biology.']","['6', 'minutes']","['Professional', 'Individual', 'Contributor', ',', 'Graduate', ',', 'Mid-Professional', ',']","['English', '(', 'USA', ')', ',']"
Basic Computer Literacy (Windows 10) (New),yes,No,"S
K","The Basic Computer Literacy (Windows 10) simulation measures knowledge of general computer terminology, processes, and applications and the ability to perform certain operations in a simulated environment resembling the actual application. This simulation consists of both multiple choice and simulation-based questions, and includes the following topics: Application Software, Computer Terms, Internet and Email, Managing Files, Operating System, and Parts of the Computer.",30 minutes,"Entry-Level,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/basic-computer-literacy-windows-10-new/,"['The', 'Basic', 'Computer', 'Literacy', '(Windows', '10)', 'simulation', 'measures', 'knowledge', 'of', 'general', 'computer', 'terminology,', 'processes,', 'and', 'applications', 'and', 'the', 'ability', 'to', 'perform', 'certain', 'operations', 'in', 'a', 'simulated', 'environment', 'resembling', 'the', 'actual', 'application.', 'This', 'simulation', 'consists', 'of', 'both', 'multiple', 'choice', 'and', 'simulation-based', 'questions,', 'and', 'includes', 'the', 'following', 'topics:', 'Application', 'Software,', 'Computer', 'Terms,', 'Internet', 'and', 'Email,', 'Managing', 'Files,', 'Operating', 'System,', 'and', 'Parts', 'of', 'the', 'Computer.']","['30', 'minutes']","['Entry-Level', ',']","['English', '(', 'USA', ')', ',']"
Basic Statistics (New),yes,No,K,"Multi-choice test that measures the knowledge of statistical methods, exploratory analysis, basics of probability, standard distributions and statistical testing.",10 minutes,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/basic-statistics-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'statistical', 'methods,', 'exploratory', 'analysis,', 'basics', 'of', 'probability,', 'standard', 'distributions', 'and', 'statistical', 'testing.']","['10', 'minutes']","['Graduate', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Biochemistry (New),yes,No,K,"Multi-choice test that measures the knowledge of various bio-molecules like amino acids, proteins, enzymes, carbohydrates, vitamins and nucleic acids, and concepts of bioenergetics and metabolism.",8 minutes,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/biochemistry-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'various', 'bio-molecules', 'like', 'amino', 'acids,', 'proteins,', 'enzymes,', 'carbohydrates,', 'vitamins', 'and', 'nucleic', 'acids,', 'and', 'concepts', 'of', 'bioenergetics', 'and', 'metabolism.']","['8', 'minutes']","['Graduate', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Biotech Lab Techniques (New),yes,No,K,"Multi-choice test that measures the knowledge of biophysical techniques, bio-processing and separation techniques like chromatography and electrophoresis.",5 minutes,"Graduate, Professional Individual Contributor, Mid-Professional,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/biotech-lab-techniques-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'biophysical', 'techniques,', 'bio-processing', 'and', 'separation', 'techniques', 'like', 'chromatography', 'and', 'electrophoresis.']","['5', 'minutes']","['Graduate', ',', 'Professional', 'Individual', 'Contributor', ',', 'Mid-Professional', ',']","['English', '(', 'USA', ')', ',']"
BizTalk (New),yes,No,K,"Multi-choice test that measures the knowledge of BizTalk architecture, pipelines, adapters, business process techniques and BizTalk administration.",16 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/biztalk-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'BizTalk', 'architecture,', 'pipelines,', 'adapters,', 'business', 'process', 'techniques', 'and', 'BizTalk', 'administration.']","['16', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Business Communication (adaptive),yes,yes,K,"This is an adaptive test that measures knowledge of communicating in the workplace. It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication.",24 minutes,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/business-communication-adaptive/,"['This', 'is', 'an', 'adaptive', 'test', 'that', 'measures', 'knowledge', 'of', 'communicating', 'in', 'the', 'workplace.', 'It', 'measures', 'the', 'skills', 'necessary', 'to', 'communicate', 'effectively', 'with', 'coworkers', 'at', 'all', 'levels', 'and', 'with', 'external', 'business', 'contacts.', 'Designed', 'for', 'the', 'average', 'business', 'worker,', 'this', 'test', 'includes', 'the', 'following', 'topics:', 'Electronic', 'Communication,', 'Employment', 'Communication,', 'Listening,', 'Meetings,', 'Nonverbal', 'Communication,', 'Verbal', 'Communication,', 'and', 'Written', 'Communication.']","['24', 'minutes']","['Entry-Level', ',', 'Front', 'Line', 'Manager', ',', 'Manager', ',', 'Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
Business Communications,yes,No,K,"This test measures the candidate's knowledge of communicating in the workplace.  It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication. This version of the test is not adaptive.",nan minutes,"LanguagesEnglish (USA),",Standard Language,https://www.shl.com/solutions/products/product-catalog/view/business-communications/,"['This', 'test', 'measures', 'the', ""candidate's"", 'knowledge', 'of', 'communicating', 'in', 'the', 'workplace.', 'It', 'measures', 'the', 'skills', 'necessary', 'to', 'communicate', 'effectively', 'with', 'coworkers', 'at', 'all', 'levels', 'and', 'with', 'external', 'business', 'contacts.', 'Designed', 'for', 'the', 'average', 'business', 'worker,', 'this', 'test', 'includes', 'the', 'following', 'topics:', 'Electronic', 'Communication,', 'Employment', 'Communication,', 'Listening,', 'Meetings,', 'Nonverbal', 'Communication,', 'Verbal', 'Communication,', 'and', 'Written', 'Communication.', 'This', 'version', 'of', 'the', 'test', 'is', 'not', 'adaptive.']","['nan', 'minutes']","['LanguagesEnglish', '(', 'USA', ')', ',']","['Standard', 'Language']"
C Programming (New),yes,No,K,"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.",10 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'C', 'programming', 'basics,', 'functions,', 'arrays,', 'composed', 'data', 'types,', 'and', 'advanced', 'C', 'concepts', 'like', 'SLF,', 'file', 'handling', 'and', 'dynamic', 'memory.']","['10', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
C# Programming (New),yes,No,K,"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.",9 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4039/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'C#', 'programming', 'structure,', 'functions,', 'collections,', 'enumeration,', 'exception', 'handling,', 'OOPs', 'constructs,', 'inheritance,', 'event', 'handling', 'and', 'operator', 'overloading.']","['9', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
C++ Programming (New),yes,No,K,Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,10 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),",https://www.shl.com/solutions/products/product-catalog/view/c-programming-new-4122/,"['Multi-choice', 'test', 'that', 'measures', 'the', 'knowledge', 'of', 'programming', 'in', 'the', 'C++', 'language', 'and', 'the', 'ability', 'to', 'use', 'the', 'C++', 'standard', 'library', 'to', 'write', 'code.']","['10', 'minutes']","['Mid-Professional', ',', 'Professional', 'Individual', 'Contributor', ',']","['English', '(', 'USA', ')', ',']"
